"timepoint_yyyymm","unemployment_rate","year","rolling_minimum","quarterly_rate_minus_rolling_minimum","sahm_rule_triggered"
"2015-04",6.1097764,2015,5.9306462,0.1791302,FALSE
"2015-05",5.9317703,2015,5.9317703,0,FALSE
"2015-06",6.0091259,2015,5.9317703,0.0773555999999997,FALSE
"2015-07",6.2850715,2015,5.9317703,0.3533012,FALSE
"2015-08",6.0904759,2015,5.9317703,0.1587056,FALSE
"2015-09",6.1740831,2015,5.9317703,0.2423128,FALSE
"2015-10",5.9148926,2015,5.9148926,0,FALSE
"2015-11",5.8499509,2015,5.8499509,0,FALSE
"2015-12",5.7365005,2015,5.7365005,0,FALSE
"2016-01",6.0369258,2016,5.7365005,0.3004253,FALSE
"2016-02",5.6925561,2016,5.6925561,0,FALSE
"2016-03",5.6516499,2016,5.6516499,0,FALSE
"2016-04",5.6424035,2016,5.6424035,0,FALSE
"2016-05",5.7219054,2016,5.6424035,0.0795018999999995,FALSE
"2016-06",5.697177,2016,5.6424035,0.0547734999999996,FALSE
"2016-07",5.7069329,2016,5.6424035,0.0645293999999996,FALSE
"2016-08",5.621182,2016,5.621182,0,FALSE
"2016-09",5.6675006,2016,5.621182,0.0463186000000002,FALSE
"2016-10",5.6031669,2016,5.6031669,0,FALSE
"2016-11",5.7676936,2016,5.6031669,0.164526700000001,FALSE
"2016-12",5.8296634,2016,5.6031669,0.226496500000001,FALSE
"2017-01",5.6783639,2017,5.6031669,0.0751970000000002,FALSE
"2017-02",5.8896738,2017,5.6031669,0.2865069,FALSE
"2017-03",5.8455508,2017,5.6031669,0.2423839,FALSE
"2017-04",5.6035382,2017,5.6031669,0.000371300000000296,FALSE
"2017-05",5.5481668,2017,5.5481668,0,FALSE
"2017-06",5.6254965,2017,5.5481668,0.0773296999999999,FALSE
"2017-07",5.6228302,2017,5.5481668,0.0746634000000004,FALSE
"2017-08",5.5339307,2017,5.5339307,0,FALSE
"2017-09",5.4637986,2017,5.4637986,0,FALSE
"2017-10",5.4090722,2017,5.4090722,0,FALSE
"2017-11",5.4523114,2017,5.4090722,0.0432392000000004,FALSE
"2017-12",5.6044578,2017,5.4090722,0.1953856,FALSE
"2018-01",5.516308,2018,5.4090722,0.107235800000001,FALSE
"2018-02",5.5757854,2018,5.4090722,0.1667132,FALSE
"2018-03",5.5303989,2018,5.4090722,0.1213267,FALSE
"2018-04",5.5346025,2018,5.4090722,0.1255303,FALSE
"2018-05",5.4352057,2018,5.4090722,0.0261335000000003,FALSE
"2018-06",5.3430135,2018,5.3430135,0,FALSE
"2018-07",5.3215971,2018,5.3215971,0,FALSE
"2018-08",5.2511719,2018,5.2511719,0,FALSE
"2018-09",5.0192622,2018,5.0192622,0,FALSE
"2018-10",5.010809,2018,5.010809,0,FALSE
"2018-11",5.1048754,2018,5.010809,0.0940664,FALSE
"2018-12",5.0051434,2018,5.0051434,0,FALSE
"2019-01",5.0396379,2019,5.0051434,0.0344945000000001,FALSE
"2019-02",4.9829926,2019,4.9829926,0,FALSE
"2019-03",5.0892093,2019,4.9829926,0.1062167,FALSE
"2019-04",5.2084208,2019,4.9829926,0.2254282,FALSE
"2019-05",5.1961719,2019,4.9829926,0.2131793,FALSE
"2019-06",5.2612863,2019,4.9829926,0.2782937,FALSE
"2019-07",5.3140458,2019,4.9829926,0.331053199999999,FALSE
"2019-08",5.2721761,2019,4.9829926,0.2891835,FALSE
"2019-09",5.2244558,2019,4.9829926,0.2414632,FALSE
"2019-10",5.3162842,2019,4.9829926,0.3332916,FALSE
"2019-11",5.1638944,2019,4.9829926,0.1809018,FALSE
"2019-12",5.0245244,2019,4.9829926,0.0415317999999996,FALSE
"2020-01",5.2372058,2020,4.9829926,0.2542132,FALSE
"2020-02",5.1012269,2020,5.0245244,0.0767025000000006,FALSE
"2020-03",5.1932458,2020,5.0245244,0.1687214,FALSE
"2020-04",6.2888673,2020,5.0245244,1.2643429,TRUE
"2020-05",6.9801387,2020,5.0245244,1.9556143,TRUE
"2020-06",7.4262276,2020,5.0245244,2.4017032,TRUE
"2020-07",7.5069544,2020,5.0245244,2.48243,TRUE
"2020-08",6.8199447,2020,5.0245244,1.7954203,TRUE
"2020-09",6.9232086,2020,5.0245244,1.8986842,TRUE
"2020-10",6.9768312,2020,5.0245244,1.9523068,TRUE
"2020-11",6.7909637,2020,5.0245244,1.7664393,TRUE
"2020-12",6.533243,2020,5.1012269,1.4320161,TRUE
"2021-01",6.2657365,2021,5.1012269,1.1645096,TRUE
"2021-02",5.8316833,2021,5.1932458,0.6384375,TRUE
"2021-03",5.6601409,2021,5.6601409,0,FALSE
"2021-04",5.455474,2021,5.455474,0,FALSE
"2021-05",5.0949775,2021,5.0949775,0,FALSE
"2021-06",5.0289903,2021,5.0289903,0,FALSE
"2021-07",4.7787639,2021,4.7787639,0,FALSE
"2021-08",4.5969493,2021,4.5969493,0,FALSE
"2021-09",4.7072217,2021,4.5969493,0.110272399999999,FALSE
"2021-10",5.267834,2021,4.5969493,0.670884699999999,TRUE
"2021-11",4.613064,2021,4.5969493,0.0161146999999993,FALSE
"2021-12",4.1805621,2021,4.1805621,0,FALSE
"2022-01",4.1590944,2022,4.1590944,0,FALSE
"2022-02",4.0179775,2022,4.0179775,0,FALSE
"2022-03",3.9680648,2022,3.9680648,0,FALSE
"2022-04",3.8462434,2022,3.8462434,0,FALSE
"2022-05",3.9277349,2022,3.8462434,0.0814914999999998,FALSE
"2022-06",3.6155575,2022,3.6155575,0,FALSE
"2022-07",3.4971844,2022,3.4971844,0,FALSE
"2022-08",3.5520385,2022,3.4971844,0.0548541,FALSE
"2022-09",3.6038046,2022,3.4971844,0.1066202,FALSE
"2022-10",3.4580952,2022,3.4580952,0,FALSE
"2022-11",3.49622,2022,3.4580952,0.0381248000000003,FALSE
"2022-12",3.4945501,2022,3.4580952,0.0364549000000003,FALSE
"2023-01",3.6525751,2023,3.4580952,0.1944799,FALSE
"2023-02",3.5919584,2023,3.4580952,0.1338632,FALSE
"2023-03",3.5727226,2023,3.4580952,0.1146274,FALSE
"2023-04",3.6974742,2023,3.4580952,0.239379,FALSE
"2023-05",3.5736875,2023,3.4580952,0.1155923,FALSE
"2023-06",3.5339661,2023,3.4580952,0.0758709000000004,FALSE
"2023-07",3.7737137,2023,3.4580952,0.3156185,FALSE
"2023-08",3.7088362,2023,3.4580952,0.250741,FALSE
"2023-09",3.5714512,2023,3.4580952,0.113356,FALSE
"2023-10",3.7995019,2023,3.4945501,0.3049518,FALSE
"2023-11",3.9070944,2023,3.4945501,0.4125443,FALSE
"2023-12",3.9478768,2023,3.5339661,0.4139107,FALSE
"2024-01",4.0777884,2024,3.5339661,0.5438223,TRUE
"2024-02",3.7175588,2024,3.5339661,0.1835927,FALSE
"2024-03",3.8691245,2024,3.5339661,0.3351584,FALSE
"2024-04",4.0744773,2024,3.5339661,0.5405112,TRUE
"2024-05",4.0049027,2024,3.5339661,0.470936599999999,FALSE
